#
#"phaseX"	"Mode 1 - GHz"
#-----------------------
1.0000000000000	0.061032107911102
36.950000000000	1.3042033511628
72.900000000000	2.5763769045321
108.85000000000	3.8466696171773
144.80000000000	5.1163409346744
180.75000000000	6.3330726697628
216.70000000000	5.0638635716115
252.65000000000	3.7939661149020
288.60000000000	2.5233939987096
324.55000000000	1.2518582996922
360.50000000000	0.068620722404390
396.45000000000	1.2864886936688
432.40000000000	2.5586975785833
468.35000000000	3.8290102313254
504.30000000000	5.0986789609273
540.25000000000	6.3508652329125
576.20000000000	5.0815191522202
612.15000000000	3.8116330163786
648.10000000000	2.5410702056106
684.05000000000	1.2695580336557
720.00000000000	0.071566558949674
#
#"phaseX"	"Mode 2 - GHz"
#-----------------------
1.0000000000000	12.665875256478
36.950000000000	11.401709231625
72.900000000000	10.136066952871
108.85000000000	8.8693723970610
144.80000000000	7.6017091493833
180.75000000000	6.3857713098918
216.70000000000	7.6543072557885
252.65000000000	8.9220348966964
288.60000000000	10.188737268695
324.55000000000	11.454063313815
360.50000000000	12.683442103911
396.45000000000	11.419303655507
432.40000000000	10.153677788435
468.35000000000	8.8869960618669
504.30000000000	7.6193478425585
540.25000000000	6.3678103862321
576.20000000000	7.6366718246532
612.15000000000	8.9044088174435
648.10000000000	10.171128592946
684.05000000000	11.436475497408
720.00000000000	12.698873649350
#
#"phaseX"	"Mode 3 - GHz"
#-----------------------
1.0000000000000	12.734846753007
36.950000000000	13.996858922571
72.900000000000	15.256286095973
108.85000000000	16.512586187637
144.80000000000	17.764739363178
180.75000000000	18.958774485114
216.70000000000	17.712525669847
252.65000000000	16.460305658793
288.60000000000	15.204029493284
324.55000000000	13.944722435536
360.50000000000	12.717283418732
396.45000000000	13.979321264538
432.40000000000	15.238790286630
468.35000000000	16.495136659449
504.30000000000	17.747361763165
540.25000000000	18.976104630542
576.20000000000	17.729905984403
612.15000000000	16.477752633960
648.10000000000	15.221524559454
684.05000000000	13.962254774168
720.00000000000	12.700494288916
#
#"phaseX"	"Mode 4 - GHz"
#-----------------------
1.0000000000000	24.259842413543
36.950000000000	23.672510024682
72.900000000000	22.599626501812
108.85000000000	21.416011989718
144.80000000000	20.195671819222
180.75000000000	19.010029214498
216.70000000000	20.247066734161
252.65000000000	21.466353677016
288.60000000000	22.647473902087
324.55000000000	23.711605985097
360.50000000000	24.260248855588
396.45000000000	23.685649992852
432.40000000000	22.615615693470
468.35000000000	21.432800632365
504.30000000000	20.212783738484
540.25000000000	18.992722211695
576.20000000000	20.229960507904
612.15000000000	21.449580351110
648.10000000000	22.631522306740
684.05000000000	23.698625679694
720.00000000000	24.260389392758
#
#"phaseX"	"Mode 5 - GHz"
#-----------------------
1.0000000000000	26.497129643210
36.950000000000	27.082117343714
72.900000000000	28.147954582778
108.85000000000	29.319786884608
144.80000000000	30.523479866679
180.75000000000	31.688120475641
216.70000000000	30.472900794590
252.65000000000	29.270022743588
288.60000000000	28.100409795444
324.55000000000	27.043102815190
360.50000000000	26.496723380096
396.45000000000	27.069042952187
432.40000000000	28.132095356122
468.35000000000	29.303196268547
504.30000000000	30.506632704677
540.25000000000	31.705060547069
576.20000000000	30.489744286393
612.15000000000	29.286602251521
648.10000000000	28.116233781578
684.05000000000	27.056019767357
720.00000000000	26.496588506793
#
#"phaseX"	"Mode 6 - GHz"
#-----------------------
1.0000000000000	37.769688676729
36.950000000000	36.560160678231
72.900000000000	35.345554993034
108.85000000000	34.127436075272
144.80000000000	32.907513627856
180.75000000000	31.739222096471
216.70000000000	32.958459736560
252.65000000000	34.178311294501
288.60000000000	35.396314945568
324.55000000000	36.610741822603
360.50000000000	37.786468368739
396.45000000000	36.577021435019
432.40000000000	35.362475729839
468.35000000000	34.144394653851
504.30000000000	32.924483663516
540.25000000000	31.722302792107
576.20000000000	32.941489107380
612.15000000000	34.161353542629
648.10000000000	35.379395579603
684.05000000000	36.593882957867
720.00000000000	37.802734333397
#
#"phaseX"	"Mode 7 - GHz"
#-----------------------
1.0000000000000	37.836799533348
36.950000000000	39.039092258608
72.900000000000	40.232296779484
108.85000000000	41.413407307692
144.80000000000	42.577950382239
180.75000000000	43.671828964334
216.70000000000	42.529771574579
252.65000000000	41.364419322253
288.60000000000	40.182727754266
324.55000000000	38.989089938403
360.50000000000	37.820023770203
396.45000000000	39.022427165485
432.40000000000	40.215776084561
468.35000000000	41.397081122302
504.30000000000	42.561895289450
540.25000000000	43.687501219272
576.20000000000	42.545835590602
612.15000000000	41.380751793153
648.10000000000	40.199253057074
684.05000000000	39.005758577604
720.00000000000	37.803283143554
#
#"phaseX"	"Mode 8 - GHz"
#-----------------------
1.0000000000000	47.851699593101
36.950000000000	47.526149104959
72.900000000000	46.778103362904
108.85000000000	45.828909114310
144.80000000000	44.778782629606
180.75000000000	43.718825179592
216.70000000000	44.823939160754
252.65000000000	45.870965061373
288.60000000000	46.814362974469
324.55000000000	47.550235937069
360.50000000000	47.851894906127
396.45000000000	47.534259236729
432.40000000000	46.790227236672
468.35000000000	45.842946707034
504.30000000000	44.793845544225
540.25000000000	43.703166063120
576.20000000000	44.808897829182
612.15000000000	45.856965410864
648.10000000000	46.802313904013
684.05000000000	47.542288469402
720.00000000000	47.852693647299
